gemeindename,plz,bundesland,partnergemeinde,land,kontinent,seit,form,latitude,longitude
Amberg,92224,Bayern,Siilinjärvi,Finnland,Europa,1999,f,49.4502,11.848
Amberg-Sulzbach (Kreis) (Amberg, Stadt),92224,Bayern,Argyll & Bute,Großbritannien,Europa,1967,49.4502,11.848
Ammerland(Kreis),,,Pleszew (Pless),Polen,Europa,2000,p,,
Ammerndorf,90614,Bayern,Dulliken,Schweiz,Europa,1996,p,49.4233,10.8501
Ammersbek,22949,Schleswig-Holstein,Montoir de Bretagne,Frankreich,Europa,1986,p,53.7,10.2
Ammerthal,92260,Bayern,Modiim,Israel,Asien,1989,p,49.4412,11.7618
Amöneburg,35287,Hessen,Tragwein,Österreich,Europa,1983,p,50.773045,8.908783
Amöneburg,35287,Hessen,Chateau-Garnier,Frankreich,Europa,1979,p,50.773045,8.908783
Amöneburg,35287,Hessen,Tuoro sul Trasimeno,Italien,Europa,1989,p,50.773045,8.908783
Amorbach,63916,Bayern,Vic-sur-Cère,Frankreich,Europa,1967,p,49.6444,9.2218
Ampfing,84539,Bayern,Mehrnbach,Österreich,Europa,2000,k,48.2541,12.4149
Amstetten,73340,Baden-Württemberg,Celles-sur-Belle,Frankreich,Europa,1990,p,48.5788,9.8739
Amtzell,88279,Baden-Württemberg,Kammern,Österreich,Europa,1976,f,47.7129,9.7623
Amtzell,88279,Baden-Württemberg,Thika,Kenia,Afrika,1976,f,47.7129,9.7623
Amtzell,88279,Baden-Württemberg,Cosne d`Allier,Frankreich,Europa,1971,p,47.7129,9.7623
Amtzell,88279,Baden-Württemberg,TaoPu,China,Asien,1994,f,47.7129,9.7623
Andechs,82346,Bayern,Amras,Österreich,Europa,2000,k,47.9667,11.1833
Andernach,56626,Rheinland-Pfalz,Stockerau,Österreich,Europa,1984,p,50.436,7.373
Andernach,56626,Rheinland-Pfalz,Ekeren,Belgien,Europa,1979,p,50.436,7.373
Andernach,56626,Rheinland-Pfalz,Saint Amand les Eaux,Frankreich,Europa,1959,p,50.436,7.373
Andernach,56626,Rheinland-Pfalz,Farnham,Großbritannien,Europa,1991,p,50.436,7.373
Andernach,56626,Rheinland-Pfalz,Dimona,Israel,Asien,1975,p,50.436,7.373
Angermünde,16278,Brandenburg,Strzelce Krajenskie  (Friedeberg),Polen,Europa,1985,p,53.045497,14.013914
Anklam,17389,Mecklenburg-Vorpommern,Hobrow,Dänemark,Europa,2000,k,53.8466,13.7083
Anklam,17389,Mecklenburg-Vorpommern,Ustka (Stolpmünde Krs. Stolp),Polen,Europa,1995,p,53.8466,13.7083
Anklam,17389,Mecklenburg-Vorpommern,Burlöv,Schweden,Europa,1994,p,53.8466,13.7083
Annaberg-Buchholz,9456,Sachsen,Paide,Estland,Europa,1992,p,50.5795,13.0063
Annweiler am Trifels,76855,Rheinland-Pfalz,Hartzviller,Frankreich,Europa,1983,p,49.2028,7.9659
Annweiler am Trifels,76855,Rheinland-Pfalz,Ambert,Frankreich,Europa,1988,p,49.2028,7.9659
Annweiler am Trifels,76855,Rheinland-Pfalz,Waldhambach,Frankreich,Europa,1997,p,49.2028,7.9659
Ansbach,91522,Bayern,Anglet,Frankreich,Europa,1968,p,49.3007,10.5692
Ansbach,91522,Bayern,Bay City,USA,Amerika,1960,p,49.3007,10.5692
Ansbach,91522,Bayern,Fermo,Italien,Europa,2006,p,49.3007,10.5692
Ansbach,91522,Bayern,Jingjiang,China,Asien,2004,k,49.3007,10.5692
Ansbach(Kreis),91522,Bayern,Mudanya,Türkei,Europa,1997,p,49.288863,10.558933
Apen,26689,Niedersachsen,Nieuweschans,Niederlande,Europa,1974,p,53.2167,7.8
Apensen,21641,Niedersachsen,Ploërmel (Bretagne),Frankreich,Europa,1980,p,53.4317,9.6135
Apensen(Samtgemeinde),21641,Niedersachsen,Ploermel (Bretagne),Frankreich,Europa,1980,p,53.445488,9.615508
Apolda,99510,Thüringen,Seclin,Frankreich,Europa,1963,p,51.0262,11.5164
Apolda,99510,Thüringen,Mark,Schweden,Europa,1994,p,51.0262,11.5164
Apolda,99510,Thüringen,Rapid City,USA,Amerika,1994,p,51.0262,11.5164
Appen,25482,Schleswig-Holstein,Polegate (East Sussex),Großbritannien,Europa,1981,p,53.65,9.7333
Appenweier,77767,Baden-Württemberg,Montlouis-sur-Loire,Frankreich,Europa,1975,p,48.5356,7.9784
Armsheim,55288,Rheinland-Pfalz,Fleville-Devant-Nancy,Frankreich,Europa,1988,p,49.8097,8.0567
Arnsberg,59759,Nordrhein-Westfalen,London Borough of Bexley,Großbritannien,Europa,1971,p,51.4263,7.9913
Arnsberg,59759,Nordrhein-Westfalen,Deventer,Niederlande,Europa,1956,p,51.4263,7.9913
Arnsberg,59759,Nordrhein-Westfalen,Olesno (Rosenberg),Polen,Europa,1992,p,51.4263,7.9913
Arnsberg,59759,Nordrhein-Westfalen,Alba Julia (Karlsburg),Rumänien,Europa,1974,p,51.4263,7.9913
Arnsberg,59759,Nordrhein-Westfalen,Caltagirone,Italien,Europa,2011,p,51.4263,7.9913
Arnstadt,99310,Thüringen,Dubi (Duby),Tschech. Republik,Europa,1994,f,50.8405,10.952
Arnstadt,99310,Thüringen,Le Bouscat,Frankreich,Europa,1994,p,50.8405,10.952
Arnstein,97450,Bayern,Cancale,Frankreich,Europa,1988,p,49.978,9.9638
Arnstein,97450,Bayern,Lugniany (Lugendorf ),Polen,Europa,1993,p,49.978,9.9638
Artern/Unstrut,6556,Thüringen,Mazingarbe,Frankreich,Europa,1996,p,,
Artern/Unstrut,6556,Thüringen,Topolcany (Topoltschan),Slow. Republik,Europa,1992,p,,
Arzberg,95659,Bayern,Arzberg i. d. Steiermark,Österreich,Europa,1977,p,50.052,12.1801
Arzberg,95659,Bayern,Horni Slavkov,Tschech. Republik,Europa,2008,p,50.052,12.1801
Asbach,53567,Rheinland-Pfalz,Cuiseaux,Frankreich,Europa,1984,k,50.6667,7.4167
Asbach,53567,Rheinland-Pfalz,Saint-Amur,Frankreich,Europa,1984,k,50.6667,7.4167
Asbach,53567,Rheinland-Pfalz,Northampton,Großbritannien,Europa,1981,k,50.6667,7.4167
Asbach,53567,Rheinland-Pfalz,Kefar-Saba,Israel,Asien,1986,k,50.6667,7.4167
Aschaffenburg,63739,Bayern,Saint Germain-en-Laye,Frankreich,Europa,1975,p,49.9757,9.1478
Aschaffenburg,63739,Bayern,Perth & Kinross,Großbritannien,Europa,1956,p,49.9757,9.1478
Aschaffenburg,63739,Bayern,Miskolc,Ungarn,Europa,1996,p,49.9757,9.1478
Ascheberg,59387,Nordrhein-Westfalen,Buggiano,Italien,Europa,2004,p,51.7833,7.6167
Aschersleben,6449,Sachsen-Anhalt,Morso,Dänemark,Europa,2000,k,51.7778,11.4889
Aschersleben,6449,Sachsen-Anhalt,Cordoba,Spanien,Europa,2000,k,51.7778,11.4889
Aschersleben,6449,Sachsen-Anhalt,Lille,Frankreich,Europa,2000,k,51.7778,11.4889
Aschersleben,6449,Sachsen-Anhalt,Forssa,Finnland,Europa,2000,k,51.7778,11.4889
Aschersleben,6449,Sachsen-Anhalt,Trencianske Teplice,Slow. Republik,Europa,2002,p,51.7778,11.4889
Aschersleben,6449,Sachsen-Anhalt,Kerava,Finnland,Europa,2009,k,51.7778,11.4889
Aschheim,85609,Bayern,Mougins,Frankreich,Europa,2000,p,48.1711,11.7167
Aschheim,85609,Bayern,Jedovnice,Tschech. Republik,Europa,2000,p,48.1711,11.7167
Aschheim,85609,Bayern,Leros,Griechenland,Europa,2000,p,48.1711,11.7167
Asendorf,27330,Niedersachsen,Trzciel (Tirschtiegel),Polen,Europa,1993,p,52.7667,9
Aspach,71546,Baden-Württemberg,Chemillé,Frankreich,Europa,2000,k,48.9667,9.4
Asperg,71679,Baden-Württemberg,Lure,Frankreich,Europa,1967,p,48.9049,9.1389
Aßlar,35614,Hessen,Saint-Ambroix,Frankreich,Europa,1966,p,50.620844,8.445054
Aßlar,35614,Hessen,Swiebodzice,Polen,Europa,2004,f,50.620844,8.445054
Aßlar,35614,Hessen,Fassato di Vico,Italien,Europa,2004,k,50.620844,8.445054
Aßlar,35614,Hessen,Borlänge,Schweden,Europa,2004,f,50.620844,8.445054
Attendorn,57439,Nordrhein-Westfalen,Demain,Frankreich,Europa,1984,k,51.1264,7.9033
Attendorn,57439,Nordrhein-Westfalen,L'Arbrele,Frankreich,Europa,1979,k,51.1264,7.9033
Attendorn,57439,Nordrhein-Westfalen,Maidstone,Großbritannien,Europa,1981,k,51.1264,7.9033
Attendorn,57439,Nordrhein-Westfalen,Binyamina,Israel,Asien,1980,k,51.1264,7.9033
Aue,8280,Sachsen,Guingamp,Frankreich,Europa,2011,p,50.5903,12.7066
Aue-Fallstein(Verbandsgemeinde),38835,Sachsen-Anhalt,Lisses,Frankreich,Europa,1996,p,51.987112,10.694619
Auenwald,71549,Baden-Württemberg,Beaurepaire (Isère),Frankreich,Europa,1987,p,48.9333,9.5
Auenwald,71549,Baden-Württemberg,Telki (Töleck),Ungarn,Europa,1994,k,48.9333,9.5
Auerbach,9392,Sachsen,Leers,Frankreich,Europa,1993,p,50.6833,12.9167
Auerbach i.d.OPf.,91275,Bayern,Horni Slavkov (Schlaggenwald),Tschech. Republik,Europa,2000,k,49.687989,11.603837
Auerbach i.d.OPf.,91275,Bayern,Laneuveville,Frankreich,Europa,1986,p,49.687989,11.603837
Auerbach/Vogtl.,8209,Sachsen,Paide,Estland,Europa,2000,p,,
Auerbach/Vogtl.,8209,Sachsen,Strzegom (Striegau),Polen,Europa,1995,p,,
Auggen,79424,Baden-Württemberg,Châteauneuf-du-Pape,Frankreich,Europa,1976,p,47.7897,7.5873
Augsburg,86150,Bayern,Liberec (Reichenberg),Tschech. Republik,Europa,2000,p,48.3667,10.8833
Augsburg,86150,Bayern,Bourges,Frankreich,Europa,1967,p,48.3667,10.8833
Augsburg,86150,Bayern,Inverness,Großbritannien,Europa,1956,p,48.3667,10.8833
Augsburg,86150,Bayern,Amagasaki,Japan,Asien,1959,p,48.3667,10.8833
Augsburg,86150,Bayern,Nagahama,Japan,Asien,1959,p,48.3667,10.8833
Augsburg,86150,Bayern,Dayton,USA,Amerika,1964,p,48.3667,10.8833
Augsburg,86150,Bayern,Jinan,China,Asien,2004,p,48.3667,10.8833
Augsburg(Kreis)(Augsburg, Stadt),86150,Bayern,Dep. Mayenne,Frankreich,Europa,2000,1.288011,103.852371
Aukrug,24613,Schleswig-Holstein,Sien,Burkina Faso,Afrika,1995,p,54.0833,9.7833
Aulendorf,88326,Baden-Württemberg,Conches,Frankreich,Europa,1960,p,47.9508,9.6374
Aulendorf,88326,Baden-Württemberg,Langarone,Italien,Europa,1990,p,47.9508,9.6374
Aumühle,21521,Schleswig-Holstein,Mortagne sur Sevre,Frankreich,Europa,1994,p,53.526903,10.377628
Aumühle,21521,Schleswig-Holstein,Sleen,Niederlande,Europa,1968,p,53.526903,10.377628
Aurachtal,91086,Bayern,Reichenfels (Kärnten),Österreich,Europa,1975,p,49.5763,10.8214
Aurich,26603,Niedersachsen,Appingedam,Niederlande,Europa,1989,p,53.4692,7.4823
Aurich(Kreis)(Aurich, Stadt),26603,Niedersachsen,Alma-Ata,Kasachstan,Asien,1991,1.288011,103.852371
Babenhausen,64832,Hessen,Bouxviller,Frankreich,Europa,1986,p,49.9608,8.9522
Babenhausen,64832,Hessen,Budapest,Ungarn,Europa,2000,k,49.9608,8.9522
Bacharach,55422,Rheinland-Pfalz,Santenay,Frankreich,Europa,1960,p,50.0572,7.7695
Bacharach,55422,Rheinland-Pfalz,Overijse,Belgien,Europa,1960,p,50.0572,7.7695
Backnang,71522,Baden-Württemberg,Annonay,Frankreich,Europa,1967,p,48.9474,9.4372
Backnang,71522,Baden-Württemberg,Oulu,Finnland,Europa,1996,f,48.9474,9.4372
Backnang,71522,Baden-Württemberg,Chelmsford,Großbritannien,Europa,1990,p,48.9474,9.4372
Backnang,71522,Baden-Württemberg,Bácsalmás (Almasch),Ungarn,Europa,1988,p,48.9474,9.4372
Bad Abbach,93077,Bayern,Charbonnières-les-Bains,Frankreich,Europa,1978,p,48.9333,12.05
Bad Aibling,83043,Bayern,Cavaion Veronese,Italien,Europa,2006,p,47.8638,12.0105
Bad Arolsen,34454,Hessen,Heusden-Zolder (Limburg),Belgien,Europa,1973,p,51.3667,9.0167
Bad Arolsen,34454,Hessen,Hermann (Missouri),USA,Amerika,1987,p,51.3667,9.0167
Bad Bederkesa,27624,Niedersachsen,Bodmin,Großbritannien,Europa,1975,p,53.6249,8.8419
Bad Bellingen,79415,Baden-Württemberg,Reigoldswil,Schweiz,Europa,2000,p,47.7269,7.5622
Bad Bellingen,79415,Baden-Württemberg,Petit-Landau,Frankreich,Europa,2000,p,47.7269,7.5622
Bad Belzig,14806,Brandenburg,Val de Reuil,Frankreich,Europa,2000,k,52.17003,12.568637
Bad Belzig,14806,Brandenburg,Sztum (Stuhm),Polen,Europa,2000,k,52.17003,12.568637
Bad Belzig,14806,Brandenburg,Tasnad,Rumänien,Europa,2000,k,52.17003,12.568637
Bad Belzig,14806,Brandenburg,Even Jehuda,Israel,Asien,2009,p,52.17003,12.568637
Bad Bentheim,48455,Niedersachsen,Assen,Niederlande,Europa,1959,p,52.3046,7.1506
Bad Berka,99438,Thüringen,Solesmes,Frankreich,Europa,1990,p,50.8998,11.2824
Bad Berleburg,57319,Nordrhein-Westfalen,Fredensborg-Humlebaek,Dänemark,Europa,1975,p,51.0522,8.3923
Bad Berleburg,57319,Nordrhein-Westfalen,Zala,Ungarn,Europa,1995,k,51.0522,8.3923
Bad Bevensen,29549,Niedersachsen,Bois Guillaume,Frankreich,Europa,1973,p,53.0806,10.5821
Bad Bevensen,29549,Niedersachsen,South Molton,Großbritannien,Europa,1967,p,53.0806,10.5821
Bad Bodenteich,29389,Niedersachsen,Ludza,Lettland,Europa,2004,p,52.8333,10.6833
Bad Boll,73087,Baden-Württemberg,Horbourg Wihr,Frankreich,Europa,2005,k,48.6397,9.6
Bad Brambach,8648,Sachsen,Franzensbad,Tschech. Republik,Europa,2000,k,50.2167,12.3167
Bad Brambach,8648,Sachsen,Joachimstal,Tschech. Republik,Europa,2000,k,50.2167,12.3167
Bad Brambach,8648,Sachsen,Karlsbad,Tschech. Republik,Europa,2000,k,50.2167,12.3167
Bad Brambach,8648,Sachsen,Marianske Lazne (Marienbad),Tschech. Republik,Europa,2000,k,50.2167,12.3167
Bad Bramstedt,24576,Schleswig-Holstein,Sommerstedt,Dänemark,Europa,1954,p,53.9183,9.8842
Bad Breisig,53498,Rheinland-Pfalz,Parád,Ungarn,Europa,1995,p,50.5052,7.2886
Bad Brückenau,97769,Bayern,Ancenis,Frankreich,Europa,1982,p,50.307056,9.794697
Bad Brückenau,97769,Bayern,Kirkham,Großbritannien,Europa,1995,p,50.307056,9.794697
Bad Buchau,88422,Baden-Württemberg,Le Lion d`Angers,Frankreich,Europa,1993,p,48.0623,9.6124
Bad Camberg,65520,Hessen,Chambray-lés-Tour,Frankreich,Europa,1987,p,50.2969,8.269
Bad Driburg,33014,Nordrhein-Westfalen,Saint-Les-Marquion,Frankreich,Europa,2004,p,51.7311,9.0192
Bad Dürkheim,67098,Rheinland-Pfalz,Paray-le-Monial,Frankreich,Europa,1966,p,49.45135,8.119427
Bad Dürkheim,67098,Rheinland-Pfalz,Wells,Großbritannien,Europa,1983,p,49.45135,8.119427
Bad Dürrenberg,6231,Sachsen-Anhalt,Ciechocinek,Polen,Europa,1996,p,51.299069,12.09944
Bad Dürrenberg,6231,Sachsen-Anhalt,Caudebec les Elbeuf,Frankreich,Europa,2003,p,51.299069,12.09944
Bad Dürrheim,78073,Baden-Württemberg,Enqhien-les-Bains,Frankreich,Europa,1992,p,47.997534,8.61435
Bad Dürrheim,78073,Baden-Württemberg,Hajduszoboszlo,Ungarn,Europa,1989,p,47.997534,8.61435
Bad Dürrheim,78073,Baden-Württemberg,Spotorno,Italien,Europa,1999,p,47.997534,8.61435
Bad Ems,56130,Rheinland-Pfalz,Cosne-Cours-sur-Loire,Frankreich,Europa,1974,p,50.3413,7.7145
Bad Ems,56130,Rheinland-Pfalz,Droitwich Spa,Großbritannien,Europa,1983,p,50.3413,7.7145
Bad Emstal,34308,Hessen,Bruck,Österreich,Europa,1973,p,51.2333,9.25
Bad Emstal,34308,Hessen,Les Ponts de Cé,Frankreich,Europa,1986,p,51.2333,9.25
Bad Endbach,35080,Hessen,Ambt Montfort,Niederlande,Europa,1988,p,50.75,8.5
Bad Essen,49152,Niedersachsen,Bolbec,Frankreich,Europa,2000,f,52.3175,8.413
Bad Essen,49152,Niedersachsen,Walcz,Polen,Europa,2007,p,52.3175,8.413
Bad Fallingbostel,29683,Niedersachsen,Périers,Frankreich,Europa,1989,p,52.8667,9.7
Bad Fallingbostel,29683,Niedersachsen,Miastko,Polen,Europa,2000,p,52.8667,9.7
Bad Feilnbach,83075,Bayern,Litzelsdorf,Österreich,Europa,2000,k,47.7788,12.0011
Bad Freienwalde (Oder),16259,Brandenburg,Chojna (Königsberg Nm.),Polen,Europa,1993,f,52.7873,14.0304
Bad Friedrichshall,74177,Baden-Württemberg,Saint-Jean-le-Blanc,Frankreich,Europa,1989,p,49.2292,9.2069
Bad Gandersheim,37581,Niedersachsen,Rotselaar,Belgien,Europa,1987,p,51.8667,10.0333
Bad Gandersheim,37581,Niedersachsen,Skegness,Großbritannien,Europa,1979,p,51.8667,10.0333
Bad Gottleuba-Berggießhübel,1816,Sachsen,Jilové (Eule),Tschech. Republik,Europa,1990,k,50.827068,13.954862
Bad Gottleuba-Berggießhübel,1816,Sachsen,Conches,Frankreich,Europa,1990,k,50.827068,13.954862
Bad Gottleuba-Berggießhübel,1816,Sachsen,Longarone,Italien,Europa,1990,k,50.827068,13.954862
Bad Gottleuba-Berggießhübel,1816,Sachsen,Ospitale,Italien,Europa,1990,k,50.827068,13.954862
Bad Grönenbach,87730,Bayern,Castilenti,Italien,Europa,1981,p,47.876296,10.238309
Bad Grund(Samtgemeinde),37539,Niedersachsen,Beek en Donk,Niederlande,Europa,1983,p,51.806025,10.236719
Bad Grund (Harz),37539,Niedersachsen,Beek en Donk,Niederlande,Europa,1973,p,51.8099,10.2361
Bad Harzburg,38667,Niedersachsen,Port-Louis,Frankreich,Europa,1992,p,51.8827,10.5616
Bad Harzburg,38667,Niedersachsen,Szklarska Poreba,Polen,Europa,1995,p,51.8827,10.5616
Bad Hersfeld,36251,Hessen,Sumperk (Mährisch Schönberg),Tschech. Republik,Europa,1994,p,50.872,9.7089
Bad Hersfeld,36251,Hessen,L`Hay-les-Roses,Frankreich,Europa,1988,p,50.872,9.7089
Bad Homburg v. d. Höhe,61348,Hessen,Mayrhofen,Österreich,Europa,1956,p,50.223627,8.6102
Bad Homburg v. d. Höhe,61348,Hessen,Chur,Schweiz,Europa,1956,p,50.223627,8.6102
Bad Homburg v. d. Höhe,61348,Hessen,Marianske Lazne (Marienbad),Tschech. Republik,Europa,1991,p,50.223627,8.6102
Bad Homburg v. d. Höhe,61348,Hessen,Cabourg,Frankreich,Europa,1956,p,50.223627,8.6102
Bad Homburg v. d. Höhe,61348,Hessen,Exeter,Großbritannien,Europa,1965,p,50.223627,8.6102
Bad Homburg v. d. Höhe,61348,Hessen,Terracina,Italien,Europa,1956,p,50.223627,8.6102
Bad Homburg v. d. Höhe,61348,Hessen,Bad Mondorf,Luxemburg,Europa,1956,p,50.223627,8.6102
Bad Homburg v. d. Höhe,61348,Hessen,Peterhof,Rußland,Europa,1994,p,50.223627,8.6102
Bad Homburg v. d. Höhe,61348,Hessen,Dubrovnik,Kroatien,Europa,2002,p,50.223627,8.6102
Bad Homburg v. d. Höhe,61348,Hessen,Nis,Serbien,Europa,2000,f,50.223627,8.6102
Bad Honnef,53604,Nordrhein-Westfalen,Berck-sur-Mer,Frankreich,Europa,1976,p,50.6476,7.2611
Bad Honnef,53604,Nordrhein-Westfalen,Cadenabbia,Italien,Europa,1992,p,50.6476,7.2611
Bad Honnef,53604,Nordrhein-Westfalen,Ludvika,Schweden,Europa,2000,p,50.6476,7.2611
Bad Hönningen,53557,Rheinland-Pfalz,Saint Pierre les Nemours,Frankreich,Europa,1980,k,50.530793,7.33908
Bad Karlshafen,34385,Hessen,s-Gravenzande,Niederlande,Europa,1961,k,51.6333,9.45
Bad Kissingen,97688,Bayern,Eisenstadt (Burgenland),Österreich,Europa,1978,p,50.1972,10.0694
Bad Kissingen,97688,Bayern,Colmar,Frankreich,Europa,2000,k,50.1972,10.0694
Bad Kissingen,97688,Bayern,Vernon,Frankreich,Europa,1960,p,50.1972,10.0694
Bad Kissingen,97688,Bayern,Massa,Italien,Europa,1960,p,50.1972,10.0694
Bad König,64732,Hessen,Argentat sur Dordogne,Frankreich,Europa,1982,p,49.741984,9.025957
Bad Königshofen i.Grabfeld,97631,Bayern,Laon,Frankreich,Europa,1990,f,50.283851,10.479598
Bad Königshofen i.Grabfeld,97631,Bayern,Louth,Großbritannien,Europa,1990,f,50.283851,10.479598
Bad Königshofen i.Grabfeld,97631,Bayern,Chianciano,Italien,Europa,1990,f,50.283851,10.479598
Bad Königshofen i.Grabfeld,97631,Bayern,Arlington (Texas),USA,Amerika,1953,p,50.283851,10.479598
Bad Köstritz,7586,Thüringen,Benatky (Benatek),Tschech. Republik,Europa,2000,k,43.466248,-91.095151
Bad Köstritz,7586,Thüringen,Chauny / Aisne,Frankreich,Europa,1969,k,43.466248,-91.095151
Bad Kötzting,93444,Bayern,Houffalize,Belgien,Europa,1991,p,49.181622,12.87215
Bad Kötzting,93444,Bayern,Susice (Schüttenhofen),Tschech. Republik,Europa,1995,p,49.181622,12.87215
Bad Kötzting,93444,Bayern,Holstebro,Dänemark,Europa,1991,p,49.181622,12.87215
Bad Kötzting,93444,Bayern,Altea,Spanien,Europa,1991,p,49.181622,12.87215
Bad Kötzting,93444,Bayern,Granville,Frankreich,Europa,1991,p,49.181622,12.87215
Bad Kötzting,93444,Bayern,Sherborne,Großbritannien,Europa,1991,p,49.181622,12.87215
Bad Kötzting,93444,Bayern,Preveza,Griechenland,Europa,1991,p,49.181622,12.87215
Bad Kötzting,93444,Bayern,Bellagio,Italien,Europa,1991,p,49.181622,12.87215
Bad Kötzting,93444,Bayern,Bundoran,Irland,Europa,1991,p,49.181622,12.87215
Bad Kötzting,93444,Bayern,Niederanven,Luxemburg,Europa,1991,p,49.181622,12.87215
Bad Kötzting,93444,Bayern,Meerssen,Niederlande,Europa,1991,p,49.181622,12.87215
Bad Kötzting,93444,Bayern,Sesimbra,Portugal,Europa,1991,p,49.181622,12.87215
Bad Kreuznach,55545,Rheinland-Pfalz,Bourg-en-Bresse,Frankreich,Europa,1963,p,49.8414,7.8671
Bad Kreuznach,55545,Rheinland-Pfalz,Staraja  Russa,Rußland,Europa,2000,k,49.8414,7.8671
Bad Kreuznach(Kreis)(Bad Kreuznach, Stadt),55508,Rheinland-Pfalz,Kiryat Motzkin,Israel,Asien,1969,49.330308,9.35167
Bad Kreuznach(Kreis)(Bad Kreuznach, Stadt),55508,Rheinland-Pfalz,Szczytno,Polen,Europa,1993,49.330308,9.35167
Bad Krozingen,79189,Baden-Württemberg,Esparron de Verdon,Frankreich,Europa,1985,p,47.92,7.6988
Bad Krozingen,79189,Baden-Württemberg,Gréoux-les-Bains,Frankreich,Europa,1985,p,47.92,7.6988
Bad Krozingen,79189,Baden-Württemberg,Bojnice (Weinitz),Slow. Republik,Europa,2000,k,47.92,7.6988
Bad Krozingen,79189,Baden-Württemberg,Naoiri,Japan,Asien,2005,p,47.92,7.6988
Bad Krozingen,79189,Baden-Württemberg,Riga,Lettland,Europa,2007,k,47.92,7.6988
Bad Krozingen,79189,Baden-Württemberg,Taketa-Naoiri,Japan,Asien,2005,p,47.92,7.6988
Bad Laasphe,57334,Nordrhein-Westfalen,Chateauneuf sur Loire,Frankreich,Europa,1991,p,50.9409,8.3302
Bad Laasphe,57334,Nordrhein-Westfalen,Tamworth,Großbritannien,Europa,1980,p,50.9409,8.3302
Bad Langensalza,99947,Thüringen,Chaumont,Frankreich,Europa,2005,k,51.1077,10.646
Bad Liebenstein,36448,Thüringen,Treon,Frankreich,Europa,1992,p,50.8167,10.3667
Bad Liebenwerda,4924,Brandenburg,Nowe Miasteczko,Polen,Europa,2004,p,51.489,13.3901
Bad Liebenzell,75378,Baden-Württemberg,Villaines la Juhel,Frankreich,Europa,1992,p,48.7743,8.7297
Bad Lippspringe,33175,Nordrhein-Westfalen,Newbridge,Irland,Europa,1997,p,51.7833,8.8168
Bad Lobenstein,7356,Thüringen,Belfort,Frankreich,Europa,2000,f,50.450269,11.63092
Bad Lobenstein,7356,Thüringen,Rovinj,Kroatien,Europa,2000,f,50.450269,11.63092
Bad Marienberg (Westerwald),56470,Rheinland-Pfalz,Pagny-sur-Moselle,Frankreich,Europa,1964,p,50.6495,7.9496
Bad Mergentheim,97980,Baden-Württemberg,Digne-les-Bains,Frankreich,Europa,1961,p,49.4763,9.7727
Bad Mergentheim,97980,Baden-Württemberg,Saint-Marie-du-Mont,Frankreich,Europa,1967,p,49.4763,9.7727
Bad Mergentheim,97980,Baden-Württemberg,Fuefuki (Isawa),Japan,Asien,1991,p,49.4763,9.7727
Bad Mergentheim,97980,Baden-Württemberg,Borgomanero,Italien,Europa,2005,p,49.4763,9.7727
Bad Münster am Stein-Ebernburg,55583,Rheinland-Pfalz,Pouilly-sur-Loire,Frankreich,Europa,2000,p,50.2758215,6.806363
Bad Münstereifel,53902,Nordrhein-Westfalen,Fougères,Frankreich,Europa,1967,p,50.531409,6.813646
Bad Münstereifel,53902,Nordrhein-Westfalen,Ashford (Kent),Großbritannien,Europa,1964,p,50.531409,6.813646
Bad Muskau,2953,Sachsen,Leknica,Polen,Europa,1995,p,51.5505,14.7124
Bad Nauheim,61231,Hessen,Oostkamp,Belgien,Europa,1985,p,50.3646,8.7386
Bad Nauheim,61231,Hessen,Chaumont,Frankreich,Europa,1992,p,50.3646,8.7386
Bad Nauheim,61231,Hessen,Buxton,Großbritannien,Europa,1986,p,50.3646,8.7386
Bad Nenndorf,31542,Niedersachsen,Doudeville,Frankreich,Europa,1978,p,52.3407,9.3672
Bad Neuenahr-Ahrweiler,53474,Rheinland-Pfalz,Brasschaat,Belgien,Europa,1982,p,50.5448,7.1339
Bad Neustadt a.d.Saale,97616,Bayern,Oberpullendorf (Burgenland),Österreich,Europa,1982,p,50.329892,10.218853
Bad Neustadt a.d.Saale,97616,Bayern,Falaise (Calvados),Frankreich,Europa,1969,p,50.329892,10.218853
Bad Neustadt a.d.Saale,97616,Bayern,Pershore,Großbritannien,Europa,1979,p,50.329892,10.218853
Bad Neustadt a.d.Saale,97616,Bayern,Cerro Maggiore,Italien,Europa,2009,p,50.329892,10.218853
Bad Neustadt a.d.Saale,97616,Bayern,Bilovec,Tschech. Republik,Europa,2001,p,50.329892,10.218853
Bad Oeynhausen,32545,Nordrhein-Westfalen,Fismes,Frankreich,Europa,1968,p,52.207,8.8036
Bad Oeynhausen,32545,Nordrhein-Westfalen,Wear Valley,Großbritannien,Europa,1977,p,52.207,8.8036
Bad Oeynhausen,32545,Nordrhein-Westfalen,Inowroclaw  (Hohensalza),Polen,Europa,1989,p,52.207,8.8036
Bad Oldesloe,23843,Schleswig-Holstein,Beer Yaacov,Israel,Asien,1987,p,53.8117,10.3742
Bad Oldesloe,23843,Schleswig-Holstein,Olivet,Frankreich,Europa,1996,p,53.8117,10.3742
Bad Oldesloe,23843,Schleswig-Holstein,Kolberg,Polen,Europa,1996,p,53.8117,10.3742
Bad Orb,63619,Hessen,Istra,Rußland,Europa,1991,k,50.2279,9.3478
Bad Pyrmont,31812,Niedersachsen,Anzio,Italien,Europa,1958,p,51.9817,9.255
